Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,36.40999984741211,36.5,36.13999938964844,36.29999923706055,35.39149475097656,4979300
2020-01-03,35.91999816894531,36.099998474121094,35.779998779296875,35.959999084472656,35.060001373291016,3960900
2020-01-06,35.779998779296875,35.81999969482422,35.459999084472656,35.779998779296875,34.88450622558594,5866000
2020-01-07,35.66999816894531,35.70000076293945,35.349998474121094,35.619998931884766,34.728515625,6867400
2020-01-08,35.709999084472656,36.08000183105469,35.56999969482422,35.599998474121094,34.70901107788086,6072600
2020-01-09,35.13999938964844,35.45000076293945,34.970001220703125,35.18000030517578,34.299522399902344,10787300
2020-01-10,35.209999084472656,35.22999954223633,34.790000915527344,34.88999938964844,34.01678466796875,5664400
2020-01-13,34.849998474121094,34.88999938964844,34.560001373291016,34.72999954223633,33.86078643798828,7987600
2020-01-14,34.66999816894531,35.369998931884766,34.5099983215332,35.349998474121094,34.46526336669922,7227300
2020-01-15,35.43000030517578,35.720001220703125,35.04999923706055,35.33000183105469,34.44576644897461,10966000
2020-01-16,35.38999938964844,35.9900016784668,35.27000045776367,35.91999816894531,35.020999908447266,6955900
2020-01-17,35.31999969482422,35.900001525878906,35.279998779296875,35.81999969482422,34.92350769042969,12082300
2020-01-21,35.599998474121094,35.86000061035156,35.470001220703125,35.720001220703125,34.82600402832031,6925200
2020-01-22,35.810001373291016,36.06999969482422,35.630001068115234,35.88999938964844,34.99174880981445,8023300
2020-01-23,35.81999969482422,35.97999954223633,35.54999923706055,35.61000061035156,34.71876525878906,7980200
2020-01-24,35.790000915527344,35.790000915527344,35.099998474121094,35.36000061035156,34.47501754760742,9243600
2020-01-27,34.790000915527344,35.7400016784668,34.75,35.47999954223633,34.592010498046875,10529200
2020-01-28,35.61000061035156,36.45000076293945,35.4900016784668,36.209999084472656,35.303749084472656,15161800
2020-01-29,35.060001373291016,35.529998779296875,34.349998474121094,34.58000183105469,33.71454620361328,21462300
2020-01-30,34.36000061035156,35.13999938964844,34.25,35.060001373291016,34.182533264160156,12420000
2020-01-31,34.86000061035156,35.029998779296875,33.529998779296875,33.560001373291016,32.720062255859375,18541300
2020-02-03,33.75,34.529998779296875,33.709999084472656,34.38999938964844,33.529293060302734,14939600
2020-02-04,35.099998474121094,39.25,34.33000183105469,37.40999984741211,36.47370910644531,46298200
2020-02-05,36.86000061035156,37.45000076293945,36.61000061035156,37.130001068115234,36.200721740722656,25896300
2020-02-06,37.72999954223633,39.040000915527344,37.529998779296875,38.0,37.048954010009766,24981600
2020-02-07,35.83000183105469,36.869998931884766,35.79999923706055,36.20000076293945,35.29399490356445,18990500
2020-02-10,36.18000030517578,36.22999954223633,35.4900016784668,36.02000045776367,35.11849594116211,11638100
2020-02-11,36.20000076293945,36.66999816894531,36.060001373291016,36.439998626708984,35.52798080444336,9380300
2020-02-12,36.63999938964844,37.5,36.61000061035156,37.150001525878906,36.22022247314453,11499100
2020-02-13,37.04999923706055,37.27000045776367,36.70000076293945,37.189998626708984,36.25921630859375,7317900
2020-02-14,37.56999969482422,38.22999954223633,37.310001373291016,38.13999938964844,37.18544006347656,10998300
2020-02-18,38.279998779296875,38.630001068115234,37.7599983215332,37.869998931884766,36.92219924926758,15223600
2020-02-19,38.029998779296875,38.04999923706055,37.52000045776367,37.529998779296875,36.5907096862793,7598300
2020-02-20,37.34000015258789,37.869998931884766,37.220001220703125,37.689998626708984,36.746700286865234,8940300
2020-02-21,37.34000015258789,38.939998626708984,37.150001525878906,38.20000076293945,37.24394226074219,14695200
2020-02-24,37.630001068115234,37.869998931884766,36.970001220703125,37.2599983215332,36.32746124267578,18961600
2020-02-25,37.310001373291016,37.630001068115234,36.38999938964844,36.459999084472656,35.547489166259766,15856200
2020-02-26,36.810001373291016,37.18000030517578,36.41999816894531,36.689998626708984,35.771728515625,11917800
2020-02-27,36.150001525878906,36.45000076293945,35.0099983215332,35.040000915527344,34.163028717041016,16142600
2020-02-28,34.09000015258789,34.77000045776367,33.709999084472656,34.63999938964844,33.92795944213867,16824600
2020-03-02,34.619998931884766,35.970001220703125,34.279998779296875,35.959999084472656,35.220829010009766,13131000
2020-03-03,35.72999954223633,37.41999816894531,35.65999984741211,36.720001220703125,35.965206146240234,18838700
2020-03-04,37.31999969482422,38.540000915527344,37.13999938964844,38.4900016784668,37.698822021484375,13445400
2020-03-05,37.47999954223633,38.220001220703125,37.06999969482422,37.220001220703125,36.454925537109375,11816600
2020-03-06,35.709999084472656,36.790000915527344,35.59000015258789,36.38999938964844,35.64198684692383,12849800
2020-03-09,34.02000045776367,36.130001068115234,33.63999938964844,35.52000045776367,34.78987121582031,15594000
2020-03-10,36.4900016784668,36.61000061035156,35.0,36.040000915527344,35.29918670654297,15419000
2020-03-11,35.150001525878906,35.7400016784668,34.36000061035156,34.83000183105469,34.11405944824219,13056300
2020-03-12,32.7400016784668,35.040000915527344,32.5099983215332,33.029998779296875,32.35105895996094,17224800
2020-03-13,34.54999923706055,34.810001373291016,32.9900016784668,33.9900016784668,33.291324615478516,20972000
2020-03-16,30.8799991607666,33.349998474121094,30.579999923706055,32.2400016784668,31.577293395996094,17099700
2020-03-17,32.7599983215332,33.939998626708984,32.31999969482422,33.279998779296875,32.59591293334961,14020000
2020-03-18,31.6200008392334,32.849998474121094,30.200000762939453,31.299999237060547,30.656614303588867,20304800
2020-03-19,31.469999313354492,31.489999771118164,29.450000762939453,29.600000381469727,28.991559982299805,19461400
2020-03-20,29.5,30.200000762939453,27.209999084472656,27.579999923706055,27.013078689575195,24947000
2020-03-23,27.25,27.639999389648438,26.020000457763672,26.34000015258789,25.79857063293457,18502800
2020-03-24,27.3700008392334,27.8799991607666,26.239999771118164,27.670000076293945,27.10123062133789,24055000
2020-03-25,27.65999984741211,29.479999542236328,27.1200008392334,28.3700008392334,27.786846160888672,18485800
2020-03-26,28.479999542236328,30.270000457763672,28.479999542236328,30.15999984741211,29.540050506591797,14333700
2020-03-27,29.530000686645508,30.8700008392334,29.3799991607666,30.18000030517578,29.55963706970215,14183000
2020-03-30,30.6200008392334,31.540000915527344,30.020000457763672,31.190000534057617,30.548877716064453,14952000
2020-03-31,31.030000686645508,31.18000030517578,29.940000534057617,30.059999465942383,29.442102432250977,15868300
2020-04-01,29.34000015258789,29.75,28.479999542236328,28.780000686645508,28.188411712646484,14341500
2020-04-02,28.31999969482422,29.40999984741211,28.299999237060547,29.190000534057617,28.589988708496094,12007100
2020-04-03,29.149999618530273,29.670000076293945,28.799999237060547,29.40999984741211,28.80546760559082,10869100
2020-04-06,30.670000076293945,31.31999969482422,30.280000686645508,31.18000030517578,30.53908348083496,14731900
2020-04-07,32.08000183105469,32.220001220703125,31.559999465942383,31.6200008392334,30.97003746032715,10602500
2020-04-08,31.850000381469727,33.08000183105469,31.799999237060547,33.0099983215332,32.33146286010742,12044500
2020-04-09,33.400001525878906,34.099998474121094,33.369998931884766,33.83000183105469,33.134613037109375,13558300
2020-04-13,34.290000915527344,35.08000183105469,33.959999084472656,34.7599983215332,34.04549026489258,13792100
2020-04-14,35.45000076293945,35.97999954223633,35.27000045776367,35.7400016784668,35.005348205566406,14582700
2020-04-15,35.310001373291016,36.40999984741211,35.08000183105469,36.189998626708984,35.44609832763672,10651500
2020-04-16,36.529998779296875,37.369998931884766,36.290000915527344,37.220001220703125,36.454925537109375,11205800
2020-04-17,37.45000076293945,37.63999938964844,36.9900016784668,37.459999084472656,36.68999481201172,15513600
2020-04-20,37.470001220703125,38.31999969482422,37.279998779296875,37.63999938964844,36.86629104614258,12664000
2020-04-21,37.5099983215332,38.22999954223633,37.310001373291016,37.61000061035156,36.836910247802734,12259600
2020-04-22,38.150001525878906,38.47999954223633,37.91999816894531,38.25,37.46375274658203,9823600
2020-04-23,38.459999084472656,38.84000015258789,37.65999984741211,37.90999984741211,37.1307487487793,15275800
2020-04-24,38.849998474121094,39.529998779296875,38.27000045776367,39.349998474121094,38.54114532470703,16894800
2020-04-27,40.040000915527344,40.36000061035156,39.560001373291016,39.630001068115234,38.815391540527344,11090200
2020-04-28,39.59000015258789,39.900001525878906,38.90999984741211,39.08000183105469,38.276695251464844,16170400
2020-04-29,39.45000076293945,39.75,38.84000015258789,39.029998779296875,38.22772216796875,17989600
2020-04-30,37.630001068115234,39.959999084472656,37.54999923706055,39.83000183105469,39.01128005981445,18279500
2020-05-01,38.779998779296875,39.470001220703125,38.34000015258789,39.25,38.44319534301758,13894700
2020-05-04,39.279998779296875,39.869998931884766,39.060001373291016,39.83000183105469,39.01128005981445,10219900
2020-05-05,39.91999816894531,40.7599983215332,39.77000045776367,40.31999969482422,39.491207122802734,12414200
2020-05-06,40.63999938964844,41.09000015258789,40.189998626708984,40.95000076293945,40.10824966430664,11026000
2020-05-07,41.27000045776367,41.61000061035156,41.060001373291016,41.369998931884766,40.519622802734375,12588900
2020-05-08,41.70000076293945,42.439998626708984,41.70000076293945,42.150001525878906,41.28358840942383,8946000
2020-05-11,41.880001068115234,42.43000030517578,41.599998474121094,42.130001068115234,41.263999938964844,13731700
2020-05-12,42.2400016784668,42.86000061035156,41.779998779296875,42.0,41.13667297363281,9548400
2020-05-13,41.779998779296875,42.380001068115234,41.04999923706055,41.58000183105469,40.725303649902344,11041700
2020-05-14,41.310001373291016,42.09000015258789,40.810001373291016,42.040000915527344,41.17584991455078,11165100
2020-05-15,41.459999084472656,42.470001220703125,41.380001068115234,42.11000061035156,41.24441146850586,13183200
2020-05-18,42.599998474121094,42.900001525878906,42.33000183105469,42.5,41.62639236450195,8880900
2020-05-19,42.459999084472656,43.18000030517578,42.38999938964844,42.400001525878906,41.52845001220703,13600300
2020-05-20,43.0,43.34000015258789,42.439998626708984,42.709999084472656,41.83208084106445,9282500
2020-05-21,42.75,42.93000030517578,42.2400016784668,42.470001220703125,41.597015380859375,8281700
2020-05-22,42.25,43.5,42.209999084472656,43.45000076293945,42.55686569213867,9879700
2020-05-26,43.9900016784668,44.279998779296875,43.310001373291016,43.36000061035156,42.468719482421875,9548900
2020-05-27,43.29999923706055,44.18000030517578,42.86000061035156,44.150001525878906,43.24248123168945,8706500
2020-05-28,44.13999938964844,44.97999954223633,44.0099983215332,44.22999954223633,43.32083511352539,12476300
2020-05-29,44.29999923706055,45.650001525878906,43.880001068115234,45.540000915527344,44.76584243774414,18741500
2020-06-01,45.400001525878906,45.970001220703125,45.0099983215332,45.20000076293945,44.43162536621094,8931500
2020-06-02,45.2400016784668,46.22999954223633,45.13999938964844,45.97999954223633,45.1983642578125,9959000
2020-06-03,46.349998474121094,46.720001220703125,46.08000183105469,46.45000076293945,45.66037368774414,7599200
